assessment_id,employee_id,skill,proficiency_level,self_rated,manager_rated,assessed_date
ASS001646,EMP0366,Compliance,Beginner,1,5.0,2025-12-21
ASS001647,EMP0366,SQL,Advanced,1,3.0,2026-02-24
ASS001648,EMP0367,Compliance,Expert,1,,2025-12-25
ASS001649,EMP0367,Leadership,Beginner,1,5.0,2026-03-19
ASS001650,EMP0367,Machine Learning,Advanced,3,2.0,2026-04-12
ASS001651,EMP0368,Negotiation,Intermediate,5,1.0,2026-03-29
ASS001652,EMP0368,Project Management,Advanced,1,,2026-04-02
ASS001653,EMP0368,Excel,Advanced,5,1.0,2026-03-23
ASS001654,EMP0368,Azure,Intermediate,2,,2025-12-14
ASS001655,EMP0368,Communication,Advanced,3,,2026-04-18
ASS001656,EMP0369,Sales,Beginner,1,5.0,2026-04-17
ASS001657,EMP0369,Excel,Beginner,2,5.0,2026-02-07
ASS001658,EMP0369,Agile,Beginner,5,,2026-04-19
ASS001659,EMP0369,Negotiation,Advanced,1,3.0,2026-03-31
ASS001660,EMP0369,Power BI,Expert,5,5.0,2025-12-18
ASS001661,EMP0369,Leadership,Intermediate,2,,2026-03-26
ASS001662,EMP0369,SQL,Expert,4,4.0,2026-05-26
ASS001663,EMP0370,Python,Advanced,1,3.0,2025-12-14
ASS001664,EMP0370,Sales,Intermediate,5,4.0,2026-03-28
ASS001665,EMP0370,Communication,Intermediate,5,3.0,2026-04-20
ASS001666,EMP0370,Power BI,Intermediate,1,5.0,2026-01-18
ASS001667,EMP0370,Data Analysis,Expert,2,,2026-05-07
ASS001668,EMP0370,Machine Learning,Intermediate,5,4.0,2026-04-27
ASS001669,EMP0371,Power BI,Expert,2,1.0,2026-03-13
ASS001670,EMP0371,Communication,Beginner,3,5.0,2025-12-27
ASS001671,EMP0371,Finance,Advanced,1,,2026-05-20
ASS001672,EMP0372,SQL,Expert,1,4.0,2026-02-28
ASS001673,EMP0372,Compliance,Expert,4,,2026-01-07
ASS001674,EMP0372,Project Management,Intermediate,1,1.0,2026-06-08
ASS001675,EMP0373,Data Analysis,Advanced,1,5.0,2026-05-06
ASS001676,EMP0373,Project Management,Intermediate,2,1.0,2026-01-21
ASS001677,EMP0373,Leadership,Expert,1,4.0,2026-03-24
ASS001678,EMP0373,Compliance,Expert,1,2.0,2026-02-01
ASS001679,EMP0374,Project Management,Beginner,2,3.0,2026-04-02
ASS001680,EMP0374,Sales,Expert,4,3.0,2025-12-29
ASS001681,EMP0374,Power BI,Advanced,3,,2026-02-18
ASS001682,EMP0374,Communication,Intermediate,3,3.0,2026-05-17
ASS001683,EMP0374,Leadership,Advanced,5,3.0,2026-01-07
ASS001684,EMP0374,Compliance,Expert,5,1.0,2026-04-27
ASS001685,EMP0374,Agile,Beginner,5,1.0,2026-05-08
ASS001686,EMP0375,Compliance,Expert,4,2.0,2026-03-27
ASS001687,EMP0375,SQL,Advanced,1,4.0,2026-02-05
ASS001688,EMP0375,Leadership,Expert,4,3.0,2025-12-23
ASS001689,EMP0376,Communication,Beginner,5,,2026-03-05
ASS001690,EMP0376,Finance,Advanced,1,,2026-03-15
ASS001691,EMP0376,Data Analysis,Advanced,5,1.0,2026-01-28
ASS001692,EMP0376,Python,Advanced,3,2.0,2026-05-26
ASS001693,EMP0376,Machine Learning,Intermediate,5,2.0,2026-02-07
ASS001694,EMP0376,Compliance,Advanced,2,,2026-02-11
ASS001695,EMP0376,Azure,Expert,1,3.0,2026-05-28
ASS001696,EMP0376,Sales,Advanced,4,2.0,2026-02-27
ASS001697,EMP0377,Data Analysis,Intermediate,2,2.0,2026-03-11
ASS001698,EMP0377,Agile,Beginner,4,,2026-03-23
ASS001699,EMP0377,Python,Expert,2,5.0,2026-06-06
ASS001700,EMP0377,Sales,Expert,5,3.0,2026-03-14
ASS001701,EMP0378,Negotiation,Beginner,2,3.0,2026-04-16
ASS001702,EMP0378,Finance,Advanced,4,4.0,2026-05-06
ASS001703,EMP0378,Power BI,Intermediate,4,5.0,2026-05-29
ASS001704,EMP0378,Azure,Intermediate,1,2.0,2026-01-15
ASS001705,EMP0378,Sales,Advanced,1,2.0,2026-04-26
ASS001706,EMP0378,Project Management,Intermediate,2,1.0,2026-05-28
ASS001707,EMP0379,Power BI,Beginner,5,3.0,2026-02-20
ASS001708,EMP0379,Leadership,Advanced,1,5.0,2026-01-12
ASS001709,EMP0379,Azure,Advanced,5,2.0,2025-12-28
ASS001710,EMP0379,Sales,Advanced,1,,2026-01-25
ASS001711,EMP0379,Machine Learning,Advanced,4,,2026-01-19
ASS001712,EMP0379,Excel,Intermediate,5,,2026-03-13
ASS001713,EMP0380,Leadership,Beginner,3,5.0,2026-05-18
ASS001714,EMP0380,Sales,Expert,3,4.0,2026-05-21
ASS001715,EMP0380,Excel,Expert,2,,2026-01-09
ASS001716,EMP0380,Machine Learning,Advanced,1,2.0,2026-05-25
ASS001717,EMP0381,Communication,Expert,4,,2026-04-22
ASS001718,EMP0381,Data Analysis,Intermediate,2,,2026-01-13
ASS001719,EMP0381,Leadership,Advanced,5,5.0,2026-04-06
ASS001720,EMP0381,Agile,Advanced,4,2.0,2026-02-25
ASS001721,EMP0381,Excel,Intermediate,1,2.0,2025-12-14
ASS001722,EMP0381,Azure,Advanced,4,,2026-03-12
ASS001723,EMP0381,Sales,Intermediate,4,2.0,2026-03-21
ASS001724,EMP0382,Azure,Expert,3,5.0,2026-05-20
ASS001725,EMP0382,Agile,Advanced,4,,2025-12-27
ASS001726,EMP0382,Negotiation,Beginner,4,2.0,2026-01-29
ASS001727,EMP0383,Negotiation,Expert,4,,2026-02-22
ASS001728,EMP0383,Azure,Expert,2,2.0,2026-03-23
ASS001729,EMP0383,Sales,Advanced,3,3.0,2025-12-25
ASS001730,EMP0383,Python,Advanced,1,3.0,2026-03-09
ASS001731,EMP0383,Compliance,Expert,2,,2026-04-02
ASS001732,EMP0383,SQL,Advanced,1,1.0,2026-04-13
ASS001733,EMP0383,Agile,Beginner,5,4.0,2025-12-26
ASS001734,EMP0383,Machine Learning,Beginner,4,4.0,2026-05-05
ASS001735,EMP0384,Negotiation,Beginner,2,1.0,2026-02-07
ASS001736,EMP0384,Sales,Expert,5,,2025-12-31
ASS001737,EMP0384,Finance,Expert,3,3.0,2026-01-19
ASS001738,EMP0386,Compliance,Advanced,1,4.0,2026-02-25
ASS001739,EMP0386,Sales,Expert,5,3.0,2026-03-12
ASS001740,EMP0386,Machine Learning,Intermediate,2,4.0,2026-02-17
ASS001741,EMP0386,SQL,Beginner,2,3.0,2026-01-10
ASS001742,EMP0386,Communication,Intermediate,5,3.0,2026-02-01
ASS001743,EMP0386,Power BI,Advanced,1,1.0,2026-04-15
ASS001744,EMP0386,Excel,Beginner,4,5.0,2026-03-21
ASS001745,EMP0388,Python,Beginner,3,1.0,2026-05-23
ASS001746,EMP0388,Power BI,Expert,4,3.0,2026-03-26
ASS001747,EMP0388,Azure,Advanced,2,2.0,2026-05-11
ASS001748,EMP0388,Sales,Beginner,4,3.0,2026-03-09
ASS001749,EMP0388,Negotiation,Advanced,3,,2026-05-17
ASS001750,EMP0392,Power BI,Intermediate,3,5.0,2026-01-15
ASS001751,EMP0392,Machine Learning,Intermediate,1,2.0,2026-03-20
ASS001752,EMP0392,Finance,Beginner,3,2.0,2025-12-20
ASS001753,EMP0393,Machine Learning,Expert,5,,2026-05-18
ASS001754,EMP0393,Compliance,Intermediate,4,2.0,2026-02-14
ASS001755,EMP0393,Sales,Beginner,3,4.0,2026-05-03
ASS001756,EMP0393,Leadership,Intermediate,2,,2026-06-07
ASS001757,EMP0393,Power BI,Beginner,2,3.0,2026-01-26
ASS001758,EMP0393,SQL,Beginner,2,2.0,2026-02-20
ASS001759,EMP0393,Project Management,Beginner,2,5.0,2026-02-26
ASS001760,EMP0394,Finance,Advanced,3,,2026-06-06
ASS001761,EMP0394,Azure,Intermediate,4,3.0,2026-01-30
ASS001762,EMP0394,Data Analysis,Intermediate,5,3.0,2026-01-10
ASS001763,EMP0394,Compliance,Advanced,5,,2026-01-24
ASS001764,EMP0395,Data Analysis,Advanced,1,,2026-03-01
ASS001765,EMP0395,Communication,Intermediate,2,1.0,2026-03-21
ASS001766,EMP0395,Sales,Advanced,1,1.0,2026-05-06
ASS001767,EMP0397,Agile,Beginner,3,3.0,2026-01-03
ASS001768,EMP0397,Sales,Intermediate,2,2.0,2025-12-31
ASS001769,EMP0397,Data Analysis,Beginner,5,,2026-01-29
ASS001770,EMP0397,Project Management,Advanced,3,2.0,2026-03-31
ASS001771,EMP0397,Compliance,Beginner,1,4.0,2026-01-29
ASS001772,EMP0398,Python,Expert,3,4.0,2026-05-06
ASS001773,EMP0398,Agile,Intermediate,4,,2026-02-03
ASS001774,EMP0398,Azure,Expert,4,1.0,2026-03-07
ASS001775,EMP0398,Negotiation,Intermediate,2,1.0,2026-05-09
ASS001776,EMP0398,Excel,Advanced,4,,2026-01-09
ASS001777,EMP0398,Leadership,Beginner,5,,2025-12-11
ASS001778,EMP0398,Communication,Intermediate,4,2.0,2026-03-18
ASS001779,EMP0398,Sales,Intermediate,3,2.0,2026-05-14
ASS001780,EMP0399,Sales,Intermediate,3,,2025-12-15
ASS001781,EMP0399,Machine Learning,Intermediate,4,3.0,2026-03-15
ASS001782,EMP0399,Agile,Expert,3,,2026-06-07
ASS001783,EMP0399,Excel,Expert,4,5.0,2025-12-21
ASS001784,EMP0399,Python,Intermediate,1,4.0,2026-03-12
ASS001785,EMP0399,Negotiation,Beginner,4,3.0,2026-05-22
ASS001786,EMP0399,Azure,Beginner,2,4.0,2026-02-24
ASS001787,EMP0400,Power BI,Intermediate,1,,2026-04-11
ASS001788,EMP0400,Machine Learning,Advanced,2,2.0,2026-05-04
ASS001789,EMP0400,Data Analysis,Expert,1,5.0,2026-02-16
ASS001790,EMP0400,Azure,Intermediate,2,5.0,2026-05-22
ASS001791,EMP0400,Compliance,Expert,2,,2026-05-28
ASS001792,EMP0401,SQL,Expert,3,3.0,2026-02-02
ASS001793,EMP0401,Agile,Expert,2,4.0,2026-05-26
ASS001794,EMP0401,Excel,Expert,1,,2026-04-04
ASS001795,EMP0402,Python,Advanced,4,3.0,2026-04-02
ASS001796,EMP0402,Machine Learning,Expert,4,,2026-02-24
ASS001797,EMP0402,Communication,Beginner,1,3.0,2025-12-15
ASS001798,EMP0402,Project Management,Advanced,4,,2026-06-03
ASS001799,EMP0402,Data Analysis,Expert,5,5.0,2025-12-30
ASS001800,EMP0402,SQL,Beginner,5,1.0,2026-02-06
ASS001801,EMP0402,Excel,Beginner,4,3.0,2026-03-04
ASS001802,EMP0403,Sales,Expert,4,4.0,2026-06-08
ASS001803,EMP0403,Excel,Beginner,4,4.0,2026-01-15
ASS001804,EMP0403,Azure,Intermediate,4,,2026-05-08
ASS001805,EMP0403,Python,Beginner,1,,2026-03-25
ASS001806,EMP0403,Project Management,Advanced,4,4.0,2026-03-08
ASS001807,EMP0403,Power BI,Beginner,2,4.0,2026-04-25
ASS001808,EMP0403,SQL,Intermediate,5,5.0,2026-01-08
ASS001809,EMP0404,Compliance,Advanced,2,,2026-04-21
ASS001810,EMP0404,SQL,Beginner,5,1.0,2026-04-14
ASS001811,EMP0404,Power BI,Advanced,1,3.0,2026-04-22
ASS001812,EMP0404,Project Management,Advanced,3,,2026-04-29
ASS001813,EMP0404,Data Analysis,Intermediate,1,3.0,2026-01-22
ASS001814,EMP0404,Machine Learning,Expert,4,,2026-03-24
ASS001815,EMP0404,Sales,Advanced,3,4.0,2025-12-15
ASS001816,EMP0405,Compliance,Beginner,3,1.0,2025-12-12
ASS001817,EMP0405,SQL,Beginner,3,,2026-03-07
ASS001818,EMP0405,Communication,Advanced,4,,2026-01-26
ASS001819,EMP0405,Machine Learning,Beginner,1,3.0,2026-05-11
ASS001820,EMP0405,Excel,Beginner,4,5.0,2026-03-15
ASS001821,EMP0405,Sales,Intermediate,5,2.0,2026-01-14
ASS001822,EMP0406,Data Analysis,Advanced,3,4.0,2026-04-02
ASS001823,EMP0406,Agile,Intermediate,3,,2026-05-26
ASS001824,EMP0406,Sales,Expert,2,4.0,2026-04-13
ASS001825,EMP0406,Leadership,Advanced,3,3.0,2026-03-20
ASS001826,EMP0406,Excel,Expert,5,2.0,2026-04-19
ASS001827,EMP0406,Power BI,Expert,1,3.0,2026-01-16
ASS001828,EMP0406,Project Management,Intermediate,3,5.0,2025-12-22
ASS001829,EMP0406,Azure,Expert,4,5.0,2026-02-12
ASS001830,EMP0408,Negotiation,Beginner,4,,2026-01-24
ASS001831,EMP0408,Communication,Beginner,3,,2026-06-09
ASS001832,EMP0408,Python,Intermediate,3,1.0,2025-12-20
ASS001833,EMP0408,Sales,Advanced,1,,2025-12-30
ASS001834,EMP0409,Sales,Expert,1,2.0,2026-05-31
ASS001835,EMP0409,Communication,Expert,5,4.0,2025-12-31
ASS001836,EMP0409,Project Management,Expert,4,,2026-02-12
ASS001837,EMP0409,Finance,Beginner,4,3.0,2026-01-15
ASS001838,EMP0409,Leadership,Expert,2,5.0,2026-06-07
ASS001839,EMP0409,Power BI,Beginner,3,,2026-03-27
ASS001840,EMP0410,SQL,Expert,1,,2026-02-17
ASS001841,EMP0410,Project Management,Advanced,2,4.0,2026-04-14
ASS001842,EMP0410,Negotiation,Intermediate,5,,2026-03-20
ASS001843,EMP0410,Communication,Advanced,4,,2026-03-15
ASS001844,EMP0410,Compliance,Intermediate,3,3.0,2026-02-24
ASS001845,EMP0410,Finance,Expert,5,,2026-04-17
ASS001846,EMP0410,Power BI,Beginner,2,1.0,2026-02-25
ASS001847,EMP0410,Data Analysis,Beginner,3,3.0,2025-12-17
ASS001848,EMP0411,Compliance,Intermediate,1,2.0,2026-05-14
ASS001849,EMP0411,Power BI,Beginner,4,4.0,2026-02-28
ASS001850,EMP0411,Communication,Advanced,3,3.0,2026-01-25
ASS001851,EMP0411,SQL,Intermediate,3,,2026-04-17
ASS001852,EMP0411,Azure,Beginner,4,3.0,2026-01-23
ASS001853,EMP0411,Excel,Advanced,2,5.0,2026-05-05
ASS001854,EMP0411,Python,Expert,1,1.0,2026-02-20
ASS001855,EMP0411,Project Management,Beginner,2,5.0,2025-12-17
ASS001856,EMP0413,Project Management,Expert,4,5.0,2026-02-24
ASS001857,EMP0413,Azure,Advanced,3,3.0,2026-01-06
ASS001858,EMP0413,Power BI,Expert,1,1.0,2026-03-07
ASS001859,EMP0413,SQL,Beginner,3,4.0,2025-12-13
ASS001860,EMP0413,Compliance,Advanced,2,3.0,2025-12-18
ASS001861,EMP0414,Communication,Intermediate,3,5.0,2026-04-03
ASS001862,EMP0414,Data Analysis,Expert,2,3.0,2026-03-30
ASS001863,EMP0414,Project Management,Expert,5,,2026-02-27
ASS001864,EMP0414,Excel,Intermediate,3,1.0,2026-02-23
ASS001865,EMP0414,Negotiation,Intermediate,3,1.0,2026-02-20
ASS001866,EMP0414,SQL,Beginner,4,5.0,2026-05-29
ASS001867,EMP0414,Power BI,Expert,3,,2026-04-04
ASS001868,EMP0415,Project Management,Advanced,2,,2026-01-14
ASS001869,EMP0415,Data Analysis,Expert,2,,2026-05-29
ASS001870,EMP0415,Excel,Advanced,3,1.0,2026-04-20
ASS001871,EMP0415,Machine Learning,Beginner,5,4.0,2026-04-24
ASS001872,EMP0416,SQL,Beginner,4,,2026-02-22
ASS001873,EMP0416,Azure,Beginner,3,,2026-04-26
ASS001874,EMP0416,Excel,Expert,3,,2026-05-18
ASS001875,EMP0416,Communication,Intermediate,2,3.0,2026-06-04
ASS001876,EMP0417,Python,Beginner,3,1.0,2026-01-13
ASS001877,EMP0417,Negotiation,Expert,1,5.0,2026-02-02
ASS001878,EMP0417,Sales,Beginner,5,3.0,2026-01-28
ASS001879,EMP0417,Data Analysis,Expert,3,1.0,2026-05-17
ASS001880,EMP0417,SQL,Intermediate,4,4.0,2026-05-06
ASS001881,EMP0417,Agile,Intermediate,1,5.0,2026-05-25
ASS001882,EMP0418,Leadership,Beginner,3,5.0,2025-12-19
ASS001883,EMP0418,Data Analysis,Beginner,3,,2026-01-22
ASS001884,EMP0418,Compliance,Advanced,1,1.0,2026-03-28
ASS001885,EMP0419,SQL,Expert,5,2.0,2026-01-01
ASS001886,EMP0419,Negotiation,Intermediate,1,,2026-04-26
ASS001887,EMP0419,Compliance,Expert,5,1.0,2026-06-02
ASS001888,EMP0419,Python,Intermediate,1,,2026-05-31
ASS001889,EMP0419,Leadership,Advanced,4,4.0,2026-05-11
ASS001890,EMP0419,Communication,Advanced,2,2.0,2026-04-27
ASS001891,EMP0419,Azure,Advanced,5,2.0,2026-02-26
ASS001892,EMP0419,Sales,Intermediate,1,3.0,2026-04-11
ASS001893,EMP0420,Compliance,Intermediate,4,,2026-04-02
ASS001894,EMP0420,Data Analysis,Intermediate,1,,2025-12-26
ASS001895,EMP0420,Finance,Advanced,4,3.0,2026-03-17
ASS001896,EMP0420,Excel,Beginner,4,4.0,2026-05-25
ASS001897,EMP0420,Machine Learning,Beginner,2,,2026-04-02
ASS001898,EMP0420,Leadership,Advanced,1,5.0,2026-04-01
ASS001899,EMP0420,SQL,Expert,3,4.0,2026-02-02
ASS001900,EMP0421,Python,Advanced,2,2.0,2026-05-09
ASS001901,EMP0421,Data Analysis,Intermediate,2,,2026-01-09
ASS001902,EMP0421,Communication,Advanced,5,4.0,2026-01-29
ASS001903,EMP0421,Power BI,Beginner,2,2.0,2026-04-20
ASS001904,EMP0421,Machine Learning,Advanced,3,3.0,2026-03-27
ASS001905,EMP0422,SQL,Intermediate,5,,2026-06-01
ASS001906,EMP0422,Data Analysis,Beginner,5,,2026-02-02
ASS001907,EMP0422,Negotiation,Advanced,2,4.0,2026-03-21
ASS001908,EMP0422,Python,Advanced,5,5.0,2026-01-04
ASS001909,EMP0422,Leadership,Intermediate,1,4.0,2026-02-21
ASS001910,EMP0422,Compliance,Expert,5,,2026-02-21
ASS001911,EMP0423,Agile,Intermediate,4,1.0,2026-05-17
ASS001912,EMP0423,Machine Learning,Intermediate,4,3.0,2026-01-04
ASS001913,EMP0423,Communication,Intermediate,5,3.0,2026-02-15
ASS001914,EMP0423,Power BI,Expert,5,1.0,2026-01-11
ASS001915,EMP0423,Project Management,Intermediate,5,,2026-05-27
ASS001916,EMP0423,Finance,Expert,4,,2025-12-16
ASS001917,EMP0423,Negotiation,Expert,2,3.0,2026-05-28
ASS001918,EMP0423,Data Analysis,Beginner,2,5.0,2026-02-05
ASS001919,EMP0424,Project Management,Intermediate,3,,2026-05-31
ASS001920,EMP0424,Azure,Advanced,2,1.0,2026-05-04
ASS001921,EMP0424,Finance,Intermediate,2,1.0,2026-05-21
ASS001922,EMP0424,Leadership,Expert,4,5.0,2026-04-14
ASS001923,EMP0424,Sales,Beginner,4,4.0,2026-05-05
ASS001924,EMP0425,Project Management,Beginner,1,,2026-05-29
ASS001925,EMP0425,Agile,Beginner,3,,2026-01-25
ASS001926,EMP0425,Sales,Advanced,2,5.0,2026-01-14
ASS001927,EMP0425,Finance,Expert,1,5.0,2026-03-08
ASS001928,EMP0425,Power BI,Expert,4,3.0,2026-04-15
ASS001929,EMP0426,Azure,Intermediate,2,5.0,2026-01-24
ASS001930,EMP0426,Compliance,Intermediate,2,,2026-02-19
ASS001931,EMP0426,Negotiation,Expert,4,2.0,2026-03-10
ASS001932,EMP0426,Excel,Expert,3,3.0,2025-12-20
ASS001933,EMP0427,SQL,Advanced,2,,2026-06-09
ASS001934,EMP0427,Sales,Advanced,5,1.0,2026-01-24
ASS001935,EMP0427,Finance,Expert,2,5.0,2026-05-21
ASS001936,EMP0427,Data Analysis,Expert,5,5.0,2026-05-30
ASS001937,EMP0430,Power BI,Advanced,4,5.0,2026-05-10
ASS001938,EMP0430,Finance,Intermediate,3,5.0,2026-02-09
ASS001939,EMP0430,Compliance,Expert,4,,2026-02-23
ASS001940,EMP0430,Python,Intermediate,5,,2026-02-15
ASS001941,EMP0430,Sales,Intermediate,2,1.0,2026-01-09
ASS001942,EMP0431,Excel,Expert,5,4.0,2026-05-05
ASS001943,EMP0431,Communication,Expert,4,1.0,2026-03-22
ASS001944,EMP0431,SQL,Expert,2,1.0,2026-05-30
ASS001945,EMP0431,Compliance,Intermediate,5,3.0,2026-05-12
ASS001946,EMP0431,Sales,Advanced,5,,2025-12-24
ASS001947,EMP0433,Negotiation,Expert,2,,2026-04-13
ASS001948,EMP0433,Data Analysis,Advanced,1,,2026-02-04
ASS001949,EMP0433,Leadership,Expert,2,5.0,2026-03-03
ASS001950,EMP0434,Communication,Expert,3,,2026-03-30
ASS001951,EMP0434,Sales,Expert,4,4.0,2026-03-29
ASS001952,EMP0434,Azure,Intermediate,2,,2026-03-28
ASS001953,EMP0434,Data Analysis,Beginner,1,1.0,2026-05-04
ASS001954,EMP0436,Power BI,Beginner,4,,2025-12-28
ASS001955,EMP0436,Data Analysis,Advanced,4,3.0,2026-01-01
ASS001956,EMP0436,Communication,Advanced,5,1.0,2026-03-31
ASS001957,EMP0436,Sales,Expert,4,,2026-04-25
ASS001958,EMP0436,Finance,Beginner,5,,2026-04-28
ASS001959,EMP0440,Sales,Intermediate,3,,2026-01-14
ASS001960,EMP0440,Leadership,Expert,3,5.0,2026-02-26
ASS001961,EMP0440,Data Analysis,Expert,3,2.0,2026-04-10
ASS001962,EMP0440,Negotiation,Advanced,5,,2025-12-20
ASS001963,EMP0440,Project Management,Advanced,1,5.0,2026-03-11
ASS001964,EMP0441,Negotiation,Intermediate,3,,2026-01-26
ASS001965,EMP0441,Leadership,Advanced,2,4.0,2026-02-21
ASS001966,EMP0441,SQL,Expert,4,2.0,2026-01-29
ASS001967,EMP0441,Power BI,Intermediate,4,3.0,2026-03-24
ASS001968,EMP0442,Leadership,Advanced,5,1.0,2026-01-30
ASS001969,EMP0442,Python,Beginner,4,1.0,2026-04-12
ASS001970,EMP0442,Azure,Intermediate,5,,2026-05-13
ASS001971,EMP0442,Sales,Expert,1,5.0,2026-04-06
ASS001972,EMP0442,SQL,Beginner,4,4.0,2026-02-25
ASS001973,EMP0442,Compliance,Expert,5,3.0,2026-03-13
ASS001974,EMP0443,Finance,Expert,1,2.0,2026-02-05
ASS001975,EMP0443,Compliance,Intermediate,3,5.0,2026-04-17
ASS001976,EMP0443,Negotiation,Intermediate,1,,2026-02-17
ASS001977,EMP0443,SQL,Intermediate,4,5.0,2026-02-21
ASS001978,EMP0445,Power BI,Advanced,1,5.0,2026-05-07
ASS001979,EMP0445,Leadership,Beginner,1,2.0,2026-03-22
ASS001980,EMP0445,Compliance,Intermediate,5,,2026-03-11
ASS001981,EMP0445,Data Analysis,Expert,3,4.0,2026-05-05
ASS001982,EMP0445,Project Management,Beginner,2,1.0,2026-01-31
ASS001983,EMP0445,Communication,Intermediate,4,2.0,2026-01-01
ASS001984,EMP0445,Sales,Expert,2,4.0,2026-02-14
ASS001985,EMP0445,Azure,Expert,3,,2026-04-03
ASS001986,EMP0446,Machine Learning,Advanced,4,4.0,2026-01-22
ASS001987,EMP0446,Leadership,Beginner,1,2.0,2026-02-25
ASS001988,EMP0446,SQL,Intermediate,1,1.0,2026-02-19
ASS001989,EMP0447,SQL,Advanced,5,,2026-01-20
ASS001990,EMP0447,Communication,Advanced,2,4.0,2026-05-05
ASS001991,EMP0447,Excel,Intermediate,5,2.0,2026-03-15
ASS001992,EMP0447,Python,Intermediate,5,5.0,2026-02-25
ASS001993,EMP0447,Project Management,Expert,4,1.0,2026-02-14
ASS001994,EMP0447,Data Analysis,Advanced,3,5.0,2026-04-29
ASS001995,EMP0447,Sales,Beginner,4,,2026-01-15
ASS001996,EMP0447,Negotiation,Expert,5,1.0,2026-02-12
ASS001997,EMP0450,Negotiation,Beginner,2,2.0,2026-05-11
ASS001998,EMP0450,Data Analysis,Beginner,2,4.0,2026-03-20
ASS001999,EMP0450,Power BI,Intermediate,4,4.0,2025-12-15
ASS002000,EMP0450,Project Management,Intermediate,1,,2026-05-07
ASS002001,EMP0450,Python,Advanced,1,4.0,2025-12-27
ASS002002,EMP0452,Power BI,Beginner,5,4.0,2026-05-06
ASS002003,EMP0452,Negotiation,Beginner,4,3.0,2026-02-14
ASS002004,EMP0452,Machine Learning,Intermediate,2,,2026-02-21
ASS002005,EMP0452,SQL,Advanced,2,3.0,2026-03-29
ASS002006,EMP0452,Data Analysis,Expert,1,4.0,2026-01-18
ASS002007,EMP0452,Excel,Beginner,2,5.0,2026-05-11
ASS002008,EMP0452,Agile,Intermediate,5,2.0,2026-02-18
ASS002009,EMP0452,Leadership,Intermediate,5,5.0,2026-04-09
ASS002010,EMP0453,SQL,Expert,3,2.0,2026-03-01
ASS002011,EMP0453,Leadership,Advanced,4,,2026-02-03
ASS002012,EMP0453,Negotiation,Advanced,3,,2026-04-23
ASS002013,EMP0453,Azure,Intermediate,5,,2026-05-07
ASS002014,EMP0453,Compliance,Beginner,1,3.0,2026-05-01
ASS002015,EMP0453,Machine Learning,Beginner,5,5.0,2026-03-14
ASS002016,EMP0454,Communication,Advanced,5,,2025-12-13
ASS002017,EMP0454,Negotiation,Advanced,5,,2025-12-11
ASS002018,EMP0454,Excel,Expert,4,3.0,2026-01-29
ASS002019,EMP0454,Leadership,Expert,4,,2026-01-21
ASS002020,EMP0454,Python,Expert,5,5.0,2026-03-04
ASS002021,EMP0455,Azure,Advanced,2,2.0,2026-02-07
ASS002022,EMP0455,Compliance,Expert,4,,2026-04-01
ASS002023,EMP0455,Communication,Expert,2,,2026-03-14
ASS002024,EMP0455,Sales,Intermediate,2,4.0,2026-06-08
ASS002025,EMP0455,Excel,Intermediate,5,,2026-06-09
ASS002026,EMP0455,Finance,Beginner,3,,2026-01-22
ASS002027,EMP0457,Excel,Advanced,3,,2026-01-12
ASS002028,EMP0457,Azure,Beginner,5,,2026-02-11
ASS002029,EMP0457,Data Analysis,Beginner,3,4.0,2025-12-16
ASS002030,EMP0457,Sales,Expert,5,5.0,2025-12-26
ASS002031,EMP0457,Project Management,Advanced,3,4.0,2026-03-09
ASS002032,EMP0457,Compliance,Intermediate,4,5.0,2026-03-24
ASS002033,EMP0459,Agile,Advanced,4,2.0,2026-02-25
ASS002034,EMP0459,Leadership,Expert,3,,2026-03-07
ASS002035,EMP0459,Machine Learning,Advanced,5,3.0,2026-03-19
ASS002036,EMP0459,SQL,Advanced,3,2.0,2026-01-02
ASS002037,EMP0459,Finance,Advanced,3,,2026-05-14
ASS002038,EMP0459,Data Analysis,Expert,1,2.0,2026-05-24
ASS002039,EMP0459,Negotiation,Advanced,2,3.0,2026-03-14
ASS002040,EMP0459,Project Management,Expert,4,,2026-03-06
ASS002041,EMP0461,Power BI,Expert,3,1.0,2026-05-13
ASS002042,EMP0461,SQL,Beginner,5,5.0,2026-03-12
ASS002043,EMP0461,Agile,Advanced,3,5.0,2026-05-25
ASS002044,EMP0461,Azure,Intermediate,2,5.0,2025-12-19
ASS002045,EMP0461,Data Analysis,Beginner,1,1.0,2026-02-11
ASS002046,EMP0461,Excel,Advanced,3,4.0,2026-01-25
ASS002047,EMP0461,Sales,Expert,3,3.0,2025-12-17
ASS002048,EMP0461,Project Management,Advanced,5,,2026-01-24
ASS002049,EMP0463,Excel,Expert,1,2.0,2026-04-08
ASS002050,EMP0463,Power BI,Intermediate,2,1.0,2026-05-10
ASS002051,EMP0463,Agile,Expert,3,,2026-02-21
ASS002052,EMP0463,Communication,Intermediate,3,4.0,2026-02-10
ASS002053,EMP0463,Compliance,Beginner,5,2.0,2026-03-19
ASS002054,EMP0464,Negotiation,Expert,1,5.0,2026-03-16
ASS002055,EMP0464,Agile,Advanced,4,5.0,2026-01-08
ASS002056,EMP0464,SQL,Expert,2,4.0,2026-01-28
ASS002057,EMP0464,Machine Learning,Beginner,5,4.0,2026-01-23
